nbhd_code,NO2,PM25,PUBTRANS,TREECAP,TREEPROP,TREECAPD,UHI,UHINIGHT,POP,INCOME_STD,city,ALBEDO,NDBI,NDVI,area,ELEVATION,continent,DENSITY
bangkok_035,2.64,34.37,132.97,2.26,3.68,12.74,4,1.44,42262,4514.77,bangkok,0.103094718,0.014185039,0.155318266,2593781,13.80990749,asia,16.29358839470256
bangkok_030,2.64,34.19,92.02,6.07,6.16,8.93,3.62,1.63,84356,5478.84,bangkok,0.116189163,-0.097800651,0.164306796,8319838,15.0007101,asia,10.139139728441826
bangkok_003,2.27,33.23,1443,29.45,17.27,0,2.5,0.26,290911,4839.11,bangkok,0.128669027,-0.145356228,0.317646081,49603256,7.201575973,asia,5.86475613616977
bangkok_043,2.48,33.99,520.73,9.38,8.83,5.62,3.54,1.17,235063,5088.48,bangkok,0.12575958,-0.124085052,0.239412341,24971808,6.825079746,asia,9.413135004081402
bangkok_048,2.61,34.14,425.84,6.4,8.14,8.6,3.9,1.56,171150,5026.96,bangkok,0.119251713,-0.09593579,0.215965506,13459978,12.1793021,asia,12.715473977743502
bangkok_012,2.54,34.2,349.9,8.24,11.3,6.76,4.34,0.69,89508,4987.02,bangkok,0.118379546,-0.072029368,0.260565745,6523574,9.116377687,asia,13.720699726867512
bangkok_031,2.52,33.8,739.57,21.44,21.31,0,3.17,0.45,197426,4746.21,bangkok,0.128200836,-0.120486339,0.325783285,19868306,8.350479349,asia,9.936730388589746
bangkok_040,2.64,34.23,231.55,0.91,1.31,14.09,3.93,1.31,20765,4153.75,bangkok,0.098577465,-0.072414859,0.083241575,1442782,12.39102148,asia,14.392333699755056
bangkok_023,2.63,34.02,563.31,2.83,3.7,12.17,3.98,1.57,179394,4460.57,bangkok,0.111937172,-0.065482285,0.165833203,13711809,10.19863565,asia,13.083175239678441
bangkok_046,2.52,33.92,379.36,2.31,4.1,12.69,4.03,0.72,155583,4086.92,bangkok,0.1152201,-0.041544801,0.197240928,8763774,9.128314545,asia,17.7529680706052
bangkok_022,2.6,34.04,363.31,2.03,3.18,12.97,3.78,1.04,96784,4311.44,bangkok,0.101734884,-0.065327937,0.139065448,6178934,9.829119996,asia,15.663543258432604
bangkok_036,2.25,32.93,2695.39,26.96,10.67,0,2.05,0.7,220197,5012.69,bangkok,0.126298099,-0.154542054,0.286121176,55632183,5.539566887,asia,3.958086634853067
bangkok_009,2.64,34.02,233.89,1.65,2.01,13.35,3.58,1.48,50728,5699.28,bangkok,0.099787994,-0.064104663,0.129812313,4155800,17.31380798,asia,12.20655469464363
bangkok_029,2.06,32.52,1060.2,28.54,14.65,0,2.05,-0.04,192489,4549.81,bangkok,0.134584451,-0.146214199,0.335959273,37493949,6.456374894,asia,5.133868401005186
bangkok_042,2.64,33.94,463.7,2.17,4,12.83,3.74,1.32,138490,4951.57,bangkok,0.111373214,-0.048098981,0.191914666,7517799,12.3104908,asia,18.421615156244535
bangkok_050,2.4,33.85,650.64,1.94,2.73,13.06,3.33,1.2,182621,4350.56,bangkok,0.11576687,-0.077434536,0.159445421,12948992,8.72630758,asia,14.10310547724487
bangkok_015,2.3,33.44,960.98,24.47,20.14,0,3.24,0.6,197409,4547.77,bangkok,0.127678043,-0.127143382,0.312748723,23991300,8.127212904,asia,8.22835777969514
bangkok_005,2.38,33.8,461.1,1.81,2.74,13.19,3.73,0.95,130138,4366.85,bangkok,0.103362021,-0.061729054,0.165190399,8607892,8.190083359,asia,15.118451764961737
bangkok_033,2.23,33.45,1171.95,6.78,6.89,8.22,4.05,1.17,142859,5114.56,bangkok,0.125585647,-0.091423716,0.221647325,14060210,7.480309711,asia,10.160516805936755
bangkok_037,2.28,33.48,1149.39,18.95,16.38,0,3.14,0.7,110391,4598.71,bangkok,0.113556379,-0.107013697,0.253960649,12770785,7.795672288,asia,8.644026189462904
bangkok_001,2.06,32.29,776.15,35.43,13.23,0,1.73,0.34,138698,4366.45,bangkok,0.134385243,-0.142961039,0.312504716,37130342,6.34740351,asia,3.73543556372306
bangkok_007,2.19,33.03,1112.81,5.77,5.34,9.23,4.16,1.06,181625,5071.37,bangkok,0.125987823,-0.09018609,0.222961799,19617326,7.816974587,asia,9.25839739829985
bangkok_006,1.97,30.33,4659.97,86.49,18.9,0,-0.73,1.08,276488,4486.24,bangkok,0.09291952,-0.238756016,0.20199359,126509981,4.682686363,asia,2.185503450514312
bangkok_017,2.06,36.63,1622.54,18.86,10.66,0,4.09,0.66,214970,4348.11,bangkok,0.134286753,-0.149699426,0.226533365,38030301,7.425409216,asia,5.652597911333912
bangkok_028,1.68,32.95,14357.87,172.67,11.64,0,-0.76,-0.51,167896,4131.74,bangkok,0.133171464,-0.254533084,0.280314189,249082013,5.505107341,asia,0.6740591100008494
bangkok_039,2.21,36.58,2639.73,32.48,15.27,0,2.44,0.12,212560,4315.51,bangkok,0.135182111,-0.180665452,0.28495091,45198144,7.069455812,asia,4.702847975350492
bangkok_021,2.09,35.49,7147.39,93.17,16.49,0,0.08,-0.33,220339,3947.98,bangkok,0.134040185,-0.231707841,0.266815837,124519234,6.211651581,asia,1.769517791926025
bangkok_024,2.63,35.78,834.81,20.59,14.67,0,3.95,0.94,167415,5005.36,bangkok,0.129643978,-0.163090225,0.212556304,23492451,8.381231111,asia,7.126331773555684
bangkok_004,2.64,36.03,1996.55,28.69,16.58,0,3.33,0.7,245310,4951.98,bangkok,0.130880206,-0.185753433,0.240092717,42441769,8.116235227,asia,5.779919305437057
bangkok_014,2.71,35.17,91.27,11.1,10.92,3.9,4.33,1.23,332877,5321.56,bangkok,0.12496939,-0.15895323,0.172817449,33835179,8.904109922,asia,9.838192373683025
bangkok_020,2.61,35.31,4090.58,33.5,16.16,0,2.97,0.48,126856,4760.06,bangkok,0.133357296,-0.181699553,0.245250455,26293037,6.907242977,asia,4.824699406158367
bangkok_027,2.11,34.07,8534.49,35.47,12.63,0,0.85,-0.06,225452,4734.8,bangkok,0.131943911,-0.203043823,0.264224447,63309903,5.605520689,asia,3.561085854135648
bangkok_026,2.64,35.35,2157.36,12.54,9.4,2.46,4.25,1.04,165220,5922.57,bangkok,0.131882758,-0.179803813,0.180960532,22032797,7.338471621,asia,7.498820962222817
bangkok_010,2.71,35.08,528.86,9.82,9.78,5.18,4.17,0.97,132948,5127.19,bangkok,0.122963514,-0.116130762,0.170292071,13350866,8.767635219,asia,9.95800572037799
bangkok_013,2.58,35.14,914.05,21.24,11.89,0,3.91,0.8,135671,5207.87,bangkok,0.130851655,-0.155736812,0.21623443,24245807,6.708019719,asia,5.595647940280973
bangkok_002,2.5,34.45,1257.9,7.53,9.37,7.47,3.93,1.1,355591,5707.43,bangkok,0.129144838,-0.117532435,0.241452437,28574110,7.200422942,asia,12.444517082071847
bangkok_047,2.23,32.03,2499.52,54.96,24.22,0,0.74,0.88,150358,4624.38,bangkok,0.120488502,-0.169095614,0.292320249,34113642,5.688546589,asia,4.407562229796514
barcelona_1,3.65,14.1,70.47,0.19,0.82,14.81,3.51,1.48,47274,22733.38,barcelona,0.117974365,0.063665404,0.130862382,1098392.914,22.38901186,europe,43.03924342323278
barcelona_2,3.65,14,31.2,0,0,15,3.03,1.41,15729,33673.44,barcelona,0.114471996,0.069861228,0.119010992,841905.0775,24.14027402,europe,18.68262874326233
barcelona_3,3.65,13.28,114.36,0,0,15,2.8,1.31,15068,25841.7,barcelona,0.088358183,0.006581703,0.092346937,1313867.983,7.673680424,europe,11.468427722543872
barcelona_4,3.65,14.16,81.71,1.57,3.15,13.43,3.3,1.58,22380,29803.28,barcelona,0.125213969,3.37e-4,0.217964811,1114298.813,23.12383834,europe,20.084379287587016
barcelona_5,3.82,14.22,76.98,0.06,0.19,14.94,4.22,1.94,31693,31997.38,barcelona,0.12844946,0.014858665,0.176090312,928901.0466,32.55321025,europe,34.11881181101471
barcelona_6,4.49,13.7,77.8,0.05,0.26,14.95,4.65,1.97,51349,29224.28,barcelona,0.132253372,0.043659689,0.151480775,1050991.153,54.43694528,europe,48.8576900513643
barcelona_7,3.72,14.07,64.49,0.49,1.02,14.51,4.12,1.93,43715,51805.29,barcelona,0.130021956,0.046947011,0.155790739,2123404.581,47.83971453,europe,20.587221291296633
barcelona_8,3.65,13.76,67.58,0.41,1.39,14.59,4.42,2.01,41872,42419.39,barcelona,0.131129421,0.059265933,0.153246434,1234453.335,55.12571438,europe,33.9194676808095
barcelona_9,3.65,13.67,85.99,0.03,0.13,14.97,4.7,2.01,57676,32088.81,barcelona,0.132701605,0.049230369,0.161995913,1337656.308,50.57327037,europe,43.117204064349245
barcelona_10,3.65,13.88,83.41,0.12,0.56,14.88,4.22,1.8,38182,31692.65,barcelona,0.122543389,0.0551752,0.160001524,800985.1038,36.54360738,europe,47.6688016029993
barcelona_11,3.65,13.41,105.86,12.81,11.16,2.19,4.22,1.21,40104,23190.49,barcelona,0.125133492,-0.065107641,0.310126493,4604540.668,74.94607212,europe,8.709663545532182
barcelona_12,3.65,13.55,133.77,0,0,15,5.03,0.58,1146,15145.43,barcelona,0.127819862,0.018214212,0.082761511,14284129.28,9.056559793,europe,0.08022890142870506
barcelona_13,3.65,13.85,65.6,0.38,0.93,14.62,4.81,1.29,30397,20813.54,barcelona,0.140754858,0.001036385,0.202610723,1254642.48,18.10829143,europe,24.2276190106364
barcelona_14,3.65,13.6,113.68,1.05,3.58,13.95,NA,NA,10316,25872.17,barcelona,0.135410693,0.005210058,0.215951138,302061.7436,31.97537469,europe,34.151958063450714
barcelona_15,3.65,13.4,73.5,0,0,15,4.8,1.76,15915,25780.75,barcelona,0.137055336,0.063458876,0.13337729,410205.9943,36.89761114,europe,38.79758029172222
barcelona_16,3.65,13.9,73.91,0,0,15,NA,NA,18518,22428.64,barcelona,0.137703854,0.057685398,0.136348095,576519.2962,29.05201543,europe,32.12034726687783
barcelona_17,3.65,13.25,97.77,0,0,15,NA,NA,23935,22702.91,barcelona,0.140682847,0.0841032,0.11779657,410559.3542,44.13973653,europe,58.2985133699823
barcelona_18,3.65,13.4,185.95,0,0,15,4.98,1.86,40831,28127.22,barcelona,0.136957508,0.071824185,0.132233084,1097760.639,43.60926265,europe,37.19481146381311
barcelona_19,3.65,13,79.91,0.47,1.53,14.53,4.47,1.82,45976,36537.97,barcelona,0.132054077,0.005247863,0.19500659,1412572.67,70.59367313,europe,32.54770602350674
barcelona_20,3.65,12.47,94.65,1.85,2.32,13.15,4.51,1.54,23868,34831.44,barcelona,0.141031316,-0.023791673,0.21114056,1902580.243,70.24907764,europe,12.54506877584558
barcelona_21,3.65,10.48,94.18,34.36,15.09,0,3.5,1.18,11864,73868.25,barcelona,0.129808972,-0.090053423,0.358015422,2702379.128,166.0364781,europe,4.390205607005414
barcelona_22,4.59,6.98,187.58,3237.17,100,0,-0.53,-0.2,4641,39859.6,barcelona,0.094410383,-0.234068226,0.596328983,11522410.13,321.8503536,europe,0.4027803165864223
barcelona_23,4.15,9.11,264.93,30.15,24.59,0,2.48,0.98,24810,56863.92,barcelona,0.124946589,-0.083394207,0.359495614,3041668.84,186.6173411,europe,8.156706500632724
barcelona_24,3.99,11.6,119.87,0.16,0.34,14.84,3.75,1.65,16486,64299.51,barcelona,0.130341344,0.001091254,0.226005758,788279.5685,109.6464116,europe,20.913899914177467
barcelona_25,4.49,9.66,83.56,9.05,10.43,5.95,2.83,1.25,25761,57138.19,barcelona,0.124086717,-0.04561173,0.308923687,2235228.373,181.9560595,europe,11.524996868854616
barcelona_26,3.84,12.51,96.45,0.74,2.12,14.26,4.12,1.86,47156,60429.35,barcelona,0.128688182,0.037505394,0.183215933,1658916.105,93.26970101,europe,28.425789500669172
barcelona_27,4.49,11.58,70.46,1.9,6.59,13.1,3.64,1.63,29318,42846.02,barcelona,0.134701905,0.041034535,0.195408879,846300.1836,122.6196454,europe,34.64255422382966
barcelona_28,4.49,9.71,83.74,7.69,9.83,7.31,2.45,1.04,15448,34404.81,barcelona,0.120320823,-0.03791626,0.297296028,1208555.616,178.9430689,europe,12.78220033524713
barcelona_29,4.49,10.83,54.65,4.38,9.05,10.62,3.12,1.22,7391,25719.8,barcelona,0.132131214,-0.043969863,0.316609424,357910.4845,186.0576953,europe,20.650414894453867
barcelona_30,4.49,11.8,86.91,4.32,8.81,10.68,NA,NA,13123,35471.39,barcelona,0.135306639,-0.022697659,0.257458509,643496.8884,140.2056612,europe,20.393261003373638
barcelona_31,4.28,13.06,80.3,0.05,0.2,14.95,4.37,2.01,50670,30930.8,barcelona,0.135674873,0.093017976,0.135426061,1326020.388,80.96599304,europe,38.21208215088168
barcelona_32,4.49,12.86,94.12,0,0,15,NA,NA,34275,32942.07,barcelona,0.137435305,0.061526247,0.148244644,649533.2456,76.73866833,europe,52.76866154609038
barcelona_33,4.49,12.9,78.85,0.14,0.64,14.86,4.54,1.82,25563,28035.8,barcelona,0.134241936,0.047655924,0.160176246,559836.3795,101.4277374,europe,45.661555654583886
barcelona_34,4.49,12.33,94.4,1.61,3.75,13.39,4.42,1.71,8969,29254.75,barcelona,0.130245924,-0.022081821,0.270186231,383734.7159,179.0789329,europe,23.372917873652305
barcelona_35,4.49,13.05,16.4,2.69,7.43,12.31,4.56,1.59,36176,24409.43,barcelona,0.13646576,0.013002866,0.210991823,1308252.558,116.1928556,europe,27.652153079145748
barcelona_36,4.49,12.35,80.58,4.98,7.12,10.02,3.88,1.22,9402,28889.07,barcelona,0.138928434,-0.018875653,0.24854488,657221.4041,117.8143405,europe,14.305681375175405
barcelona_37,4.49,11.74,112.99,0.23,0.76,14.77,NA,NA,31377,16608.17,barcelona,0.135171233,0.010513988,0.223882603,941583.8301,176.2440077,europe,33.32363937969032
barcelona_38,4.49,11.5,62.02,0.08,0.27,14.92,2.17,0.76,11281,23099.06,barcelona,0.131606427,0.041011354,0.179015237,337046.1087,158.4313582,europe,33.470198019823634
barcelona_39,4.49,7.22,86.56,211.29,84.07,0,0.3,0.2,6828,26298.8,barcelona,0.104689912,-0.184104806,0.533192529,1716025.641,335.1138121,europe,3.9789615241535894
barcelona_40,4.49,7.83,146.72,321.11,80.03,0,0.79,0.32,5101,25049.38,barcelona,0.101736581,-0.183864068,0.50699234,2046690.107,284.3530922,europe,2.4923167325399107
barcelona_41,4.49,10.45,107.49,2.37,1.83,12.63,1.96,0.66,5687,26664.49,barcelona,0.131342975,-0.013838225,0.214897725,736145.9368,144.1721981,europe,7.725370358927993
barcelona_42,4.49,11.5,22.23,10.68,3.53,4.32,NA,NA,590,27852.96,barcelona,0.138826087,-0.054127141,0.286636994,178272.4948,111.4461714,europe,3.3095402667804033
barcelona_43,4.49,10.03,327.47,47.27,40.79,0,2.19,0.68,26597,24561.8,barcelona,0.112735727,-0.0946548,0.406087299,3082268.56,195.857377,europe,8.629033934667913
barcelona_44,4.49,13.08,77.44,0,0,15,NA,NA,25522,19411.75,barcelona,0.138052325,0.065905923,0.156319151,567114.3874,68.91347347,europe,45.0032666549133
barcelona_45,4.49,13.06,94.43,0.15,0.43,14.85,4.47,1.26,24567,19046.06,barcelona,0.142946281,0.019138665,0.17916722,841099.8915,59.5270135,europe,29.208183532383682
barcelona_46,4.49,12.9,72.91,1.99,8.64,13.01,NA,NA,15373,15754.9,barcelona,0.143187747,-0.002000883,0.224848086,354107.8965,94.48492661,europe,43.41332162300425
barcelona_47,4.49,12.2,74.56,0,0,15,4.15,1.19,2216,15693.96,barcelona,0.143229097,0.043019884,0.183388148,119514.5625,105.4141606,europe,18.54167353036999
barcelona_48,4.49,12.43,85,0.78,1.91,14.22,NA,NA,15050,16577.69,barcelona,0.13871577399999999,-0.02460972,0.263245425,611414.0265,96.95811101,europe,24.6150715353273
barcelona_49,4.49,10.55,72.61,25.47,22.26,0,2.74,0.73,6925,16577.69,barcelona,0.12193335,-0.084626684,0.425955617,792537.0912,172.0440254,europe,8.737761395513598
barcelona_50,4.49,11.7,159.55,0.88,2.1,14.12,NA,NA,15428,17370.01,barcelona,0.122056656,-0.023348926,0.295403588,641716.7062,165.4252939,europe,24.04176149840121
barcelona_51,4.49,11.7,76.56,0,0,15,3.71,1,12261,16394.85,barcelona,0.136804348,0.033884001,0.175302882,237435.831,95.71975033,europe,51.639215312873304
barcelona_52,4.49,12.43,95.76,0,0,15,NA,NA,26166,16791.01,barcelona,0.139012835,0.040039439,0.169575746,594805.2246,73.44070894,europe,43.99087115886776
barcelona_53,4.49,12.35,67.4,0,0,15,3.45,0.7,7259,12372.32,barcelona,0.12565121,-0.010156824,0.24451484,560080.7503,107.7406344,europe,12.9606311163378
barcelona_54,4.49,11.09,70.56,418.93,66.21,0,2.93,0.51,2795,13743.64,barcelona,0.112729896,-0.172662734,0.492463254,1768413.436,167.3799875,europe,1.5805127596870396
barcelona_55,4.49,11.1,56.42,2.24,6.33,12.76,3.04,0.27,10055,10452.48,barcelona,0.118304348,-0.059212328,0.281595894,355408.0209,93.4084187,europe,28.291426779107898
barcelona_56,4.49,11.6,140.18,3.99,0.9,11.01,3.47,0.39,1354,15815.85,barcelona,0.12535823200000001,-0.080263169,0.32901016,597790.9922,47.62033931,europe,2.265005692068038
barcelona_57,4.49,12.92,94.41,0.63,0.78,14.37,4.2,0.86,10048,14901.64,barcelona,0.137509606,-0.009898076,0.203081445,809698.1577,43.41659773,europe,12.409562630773417
barcelona_58,4.49,13.4,137.87,0,0,15,5.09,1.16,2511,22123.91,barcelona,0.146323027,-0.004989258,0.175429227,229918.4344,22.33465201,europe,10.921264345561323
barcelona_59,4.28,13.85,112.28,0,0,15,5.41,1.24,12594,18893.69,barcelona,0.144985715,0.047510718,0.117675483,1881775.407,21.95615214,europe,6.692615895155016
barcelona_60,4.49,13.5,88.91,0.02,0.05,14.98,4.92,1.3,56695,23464.75,barcelona,0.142625784,0.035300195,0.160931921,1841186.676,39.91446307,europe,30.79264082182615
barcelona_61,4.49,13.85,109.29,0,0,15,5.09,1.57,28710,23739.01,barcelona,0.13894318,0.03472548,0.144949744,972370.7128,39.4246799,europe,29.525776149024303
barcelona_62,4.49,13.4,84.16,0,0,15,4.93,1.55,14051,21849.64,barcelona,0.136313347,0.051657061,0.161981727,407024.2184,58.35340797,europe,34.521287345588576
barcelona_63,4.49,13.8,81.15,0,0,15,4.99,1.77,22097,25689.33,barcelona,0.137670656,0.048769288,0.158389301,423348.0903,48.95233859,europe,52.195818302478365
barcelona_64,4.49,13.67,82.52,0,0,15,NA,NA,38252,25201.75,barcelona,0.135267663,0.064405267,0.139357272,741732.9384,50.95161658,europe,51.571122191922335
barcelona_65,4.49,14,75.4,0.07,0.26,14.93,4.63,1.79,26928,25506.49,barcelona,0.133697093,0.03340427,0.15410269100000001,695953.2987,27.85372731,europe,38.69225140580543
barcelona_66,4.07,14.18,76.41,0,0,15,3.94,1.73,14861,28066.28,barcelona,0.128793664,0.023673051,0.135174605,1114038.068,17.47469067,europe,13.33975958889764
barcelona_67,3.57,13.87,112.79,0.29,0.29,14.71,3.13,1.43,9346,49367.39,barcelona,0.107672318,-0.030489239,0.198619078,942886.7533,14.66822695,europe,9.91211295236679
barcelona_68,3.85,13.93,93.3,0.13,0.29,14.87,3.4,1.34,33621,30047.07,barcelona,0.094824979,0.026024021,0.15692287,1544597.833,10.68616033,europe,21.766831003963993
barcelona_69,4.03,13.64,115.61,0,0,15,3.56,1.09,13455,46502.87,barcelona,0.089409655,-0.005237316,0.155205427,1236939.111,10.05183865,europe,10.877657501768491
barcelona_70,4.14,13.63,110.19,0.04,0.07,14.96,4.12,1.1,22609,16669.11,barcelona,0.099545163,-0.004917944,0.147594622,1274426.188,11.9838054,europe,17.740533122189735
barcelona_71,4.29,14.1,93.97,0,0,15,4.28,1.41,20516,30077.54,barcelona,0.1307375,0.016126746,0.169162821,1104975.737,16.15327408,europe,18.566923519697156
barcelona_72,4.49,14,101.27,0.31,1.09,14.69,4.96,1.56,26031,20935.43,barcelona,0.139778696,-0.014522607,0.228095519,745406.9788,20.30725306,europe,34.921862472908735
barcelona_73,4.24,13.9,97.38,0.13,0.32,14.87,5.31,1.34,28673,17918.54,barcelona,0.145297421,0.002009875,0.19089973,1122804.907,22.72034894,europe,25.53693862686334
beijing_008,3.23,30.58,5487.34,5387.67,73.87,0,-1.33,-0.98,384000,4199.45,beijing,0.113044946,-0.093181745,0.420344574,2800760693,535.0644626,asia,0.13710560882967945
beijing_010,2.98,35.61,5286.59,3388.29,55.29,0,-0.56,-0.13,479000,4003.24,beijing,0.117787318,-0.067396999,0.366318775,2935202376,354.9941788,asia,0.163191473241026
beijing_016,4.04,27.45,5784.21,5189,61.99,0,-1.79,-1.99,314000,3961.53,beijing,0.118661206,-0.105694152,0.395997906,2628515070,735.4227811,asia,0.11945908303276344
beijing_005,7.32,50.38,5301.81,808.01,32.5,0,0.71,1.37,1046000,4502.12,beijing,0.119355891,-0.101507986,0.342472252,2600541537,386.920609,asia,0.402223915718213
beijing_011,5.52,49.62,8349.95,1318.12,44.8,0,0.15,0.86,423000,4165.96,beijing,0.129521491,-0.047329969,0.343229625,1244562677,223.5440117,asia,0.33987842301332327
beijing_004,13.6,79.3,213.36,1.24,2.06,13.76,3.84,4.59,905000,9070.63,beijing,0.109076273,-0.087992971,0.187815584,54654972,51.55884488,asia,16.558420339141332
beijing_006,12.97,75.81,295.02,2.85,1.67,12.15,3.84,2.57,2324000,6921.05,beijing,0.137611657,-0.044940943,0.178813171,396386979,67.84876614,asia,5.862957471163552
beijing_003,10.91,74.37,491.91,4.98,0.58,10.02,3.45,0.67,1562000,4971.05,beijing,0.157327934,-0.046825023,0.228228764,1344945624,33.77347797,asia,1.1613852427390032
beijing_014,10.44,69.4,2498.49,6.04,0.71,8.96,2.81,1.17,1378000,4610.95,beijing,0.150847198,-0.066869844,0.24451552,1180384723,23.5121674,asia,1.1674159900153165
beijing_001,7.56,42.39,2238.2,336.56,37.52,0,0.96,0.95,1963000,5185.02,beijing,0.122703039,-0.062450014,0.283438026,1760689087,283.2174047,asia,1.114904394247546
beijing_012,12.17,68.32,84.45,22.83,13.55,0,2.34,2.96,652000,8268.78,beijing,0.11956667,-0.090045008,0.231591901,109881406,142.7634793,asia,5.933669978704131
beijing_009,6.63,33.24,4306.26,3807.68,61.99,0,-1.22,0.14,308000,5732.95,beijing,0.101724287,-0.103863142,0.409068259,1891936702,733.9884749,asia,0.16279614411751075
beijing_007,12.13,61.11,631.09,15.33,10.06,0,2.72,2.5,3694000,9153.02,beijing,0.12861435,-0.083876612,0.23198592,562994408,88.44836629,asia,6.561344033811434
beijing_015,13.79,78.46,145.47,0.66,1.29,14.34,3.97,4.74,1298000,9911.84,beijing,0.110882201,-0.080661583,0.174767978,66049630,55.22008492,asia,19.65188904161916
beijing_002,12.63,71.44,625.95,1.31,0.85,13.69,3.69,2.88,3955000,8143.36,beijing,0.136794934,-0.055936563,0.188970724,605715159,38.05382878,asia,6.529471718240422
beijing_013,7.68,51.69,101.46,38.78,2.99,0,2.74,0.51,1020000,4149.81,beijing,0.156880349,-0.056849774,0.271013423,1322200887,47.21642066,asia,0.7714410193101012
berlin_005,6.75,14.85,141.93,74.98,40.17,0,4.27,0.93,347000,13496.29,berlin,0.117032831,-0.174688007,0.239395299,64771015,41.46103543,europe,5.35733460406634
berlin_002,6.73,14.55,130.43,41.16,32.88,0,4.33,1.02,266400,15159.57,berlin,0.120325075,-0.170325476,0.26482773,33343100,42.06943195,europe,7.989659029904238
berlin_007,6.54,13.95,303.73,219.08,48.93,0,3.08,0.03,378500,17403.01,berlin,0.148336868,-0.245180738,0.429768649,169485651,52.17131425,europe,2.2332274016518365
berlin_001,6.76,14.39,249.9,259.02,74.64,0,2.74,0.69,305700,15653.84,berlin,0.11089044,-0.205571568,0.37109471,106089754,50.32724378,europe,2.8815223758554476
berlin_009,6.37,14.41,289.03,406.69,60.94,0,1.75,-0.08,225900,13397.51,berlin,0.120803455,-0.179244683,0.265138435,150749990,39.20016154,europe,1.4985075620900539
berlin_010,6.44,14.75,260.98,499.07,84.85,0,1.3,0.83,285500,16975,berlin,0.112343221,-0.216876355,0.319446867,167924363,49.40261264,europe,1.7001702129428355
berlin_011,6.19,14.46,188.23,153.51,57.93,0,4.07,0.84,328300,14469.8,berlin,0.13096428,-0.194702245,0.306071288,86998927,47.1534372,europe,3.7736097595778397
berlin_006,6.63,15.18,181.98,146.75,63.02,0,3.73,0.78,316000,12584.38,berlin,0.131979292,-0.208306494,0.361840217,73583946,43.56294613,europe,4.294414980137108
berlin_012,5.46,15.79,376.13,883.95,79.64,0,1.1,0.15,247400,16576.46,berlin,0.115970463,-0.255251966,0.383746243,274592862,41.40445727,europe,0.9009702517321808
berlin_004,6.16,14.66,209.13,196.37,49.01,0,3.45,0.4,253100,14662.8,berlin,0.137168377,-0.239772065,0.394177421,101417347,51.10654356,europe,2.4956282873382594
berlin_003,6.41,14.65,210.52,114.86,35.8,0,3.65,0.56,266600,15435.91,berlin,0.142805933,-0.218877427,0.38202871,85544463,50.25723448,europe,3.116507961479635
berlin_008,6.39,14.55,269.73,435.36,73.94,0,1.63,0.18,249300,15303.8,berlin,0.126583344,-0.219062433,0.391809271,146785652,44.13206759,europe,1.6983948812653706
boston_1,3.83,8.4,171.07,21.7,26.51,0,NA,NA,6015,5164,boston,0.092869662,-0.113706993,0.261580121,492356,12.67828033,north_america,12.216769979445766
boston_2,3.83,8.8,115.55,7.62,20.89,7.38,1.13,-0.11,5076,5570,boston,0.092333333,-0.095933856,0.215071102,185237,11.91316015,north_america,27.402732715386232
boston_3,NA,NA,370.27,19.09,35.86,0,NA,NA,3253,64258,boston,0.063536787,-0.110231204,0.283530637,173189,3.165656689,north_america,18.7829481087136
boston_4,3.83,8.7,139.1,42,25.7,0,0.53,0.86,2486,73073,boston,0.065115078,-0.101341808,0.238857347,406177,16.80293836,north_america,6.120484419354124
boston_5,3.98,8.1,78.75,8.24,7.83,6.76,NA,NA,3277,6415,boston,0.091087218,-0.058763921,0.176518805,344847,19.97613533,north_america,9.50276499433082
boston_6,3.83,8.4,289.12,36.72,55.15,0,0.83,0.24,3162,73306,boston,0.062616071,-0.131088345,0.312141505,210502,1.276735538,north_america,15.02123495263703
boston_7,3.83,8.4,106.44,15.63,19.47,0,NA,NA,4837,15268,boston,0.075167247,-0.075990719,0.206680212,388221,6.310232668,north_america,12.459398126324954
boston_8,NA,NA,68.75,13.33,10.83,1.67,NA,NA,1958,21236,boston,0.096141693,-0.105621301,0.231328493,241037,13.48314245,north_america,8.12323419226094
boston_9,3.98,7.8,132.38,50.62,50.68,0,2.32,-0.02,4516,32060,boston,0.103153846,-0.167697835,0.362111528,451062,52.47058824,north_america,10.01192740687533
boston_10,3.98,7.95,100.27,12.74,17.74,2.26,2.96,-0.15,4520,33315,boston,0.096314286,-0.116000122,0.262656213,324657,18.30725419,north_america,13.922385779453393
boston_11,3.98,8.1,71.41,11.69,11.69,3.31,1.43,-0.31,3695,3180,boston,0.082314286,-0.07283484,0.203157772,369673,4.116184354,north_america,9.995320188382706
boston_12,3.98,8.1,161.06,44.07,17.85,0,2.05,-0.32,6351,5801,boston,0.105595534,-0.074634296,0.237795236,1568370,6.391842592,north_america,4.049427112224794
boston_13,3.88,8.08,345.41,5999.22,80.74,0,1.61,-0.35,383,8222,boston,0.120400978,-0.199649329,0.565031174,2845976,43.88974978,north_america,0.13457597674752
boston_14,3.98,8.12,119.87,158.82,59.36,0,1.26,-0.42,3638,32688,boston,0.12069061,-0.151119566,0.394491088,973438,16.77877386,north_america,3.7372693484330792
boston_15,3.98,8.2,130.58,147.84,86.39,0,1.05,-0.45,2295,49440,boston,0.115619048,-0.199408291,0.459389605,392776,23.7128973,north_america,5.843025032079352
